,DEMAGE,DEMSEX,DEMREL,DEMINC,COV_SHIELD,COV_TRUST_1,COV_TRUST_2,COV_TRUST_3,COV_TRUST_4,COV_TRUST_5,COV_TRUST_6,COV_TRUST_7,COV_TRUST_8,COV_TRUST_9,COV_TRUST_10,COV_TRUST_11,COV_TRUST_12,COV_TRUST_13,DEMREG,DEMEDU,DEMWRK,VAC_DEC,COV_VAC_SELF,COV_KNOWL_1,COV_KNOWL_2,COV_KNOWL_3,COV_KNOWL_4,COV_KNOWL_5,COV_KNOWL_6,COV_KNOWL_7,DREAD,ANX_1,ANX_2,ANX_3,ANX_4,ANX_5,ANX_6,target_1,target_2
6565,53,Male,Christian,"Under £15,000",No,0,0,0,0,0,0,0,0,0,0,0,0,Other (please specify),Yorkshire and The Humber,2+ A levels or equivalents,Unemployed,0,2,3.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,,1
6566,22,Male,Other,"£15,000 to £24,999",Yes,0,0,0,Newspapers,0,0,0,0,0,The internet or search engines,Family and friends,0,0,North West,Undergraduate or postgraduate degree,Working full-time,1,2,3.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,,1
6568,71,Male,Atheist or agnostic,"£25,000 to £34,999",No,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,South East,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1
6574,29,Male,Atheist or agnostic,"Over £100,000",Yes,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,Family and friends,"Work, school, or college",0,South East,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,0,3,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,,0
6575,62,Male,Christian,"£15,000 to £24,999",No,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,North East,2+ A levels or equivalents,Working part-time,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1
6576,18,Female,Christian,"Under £15,000",No,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,Yorkshire and The Humber,Undergraduate or postgraduate degree,Student,0,1,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1
6579,39,Female,Christian,"£65,000 to £99,999",No,0,0,Radio,0,0,0,Healthcare workers,0,0,0,0,0,0,South East,Other,Working full-time,1,2,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,1
6580,67,Female,Christian,"£15,000 to £24,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Greater London,Other,Working full-time,0,2,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,,1
6582,49,Female,Christian,"£15,000 to £24,999",No,0,0,0,0,0,0,0,International health authorities (such as The World Health Organization),0,0,0,0,0,East of England,Undergraduate or postgraduate degree,Looking after the home,1,1,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1
6586,67,Male,Christian,"£65,000 to £99,999",No,0,0,0,0,0,0,0,0,0,0,0,0,0,South East,Undergraduate or postgraduate degree,Retired,0,2,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,,1
6587,35,Male,Other,"Under £15,000",Yes,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,West Midlands,No academic qualifications,Working part-time,1,3,4.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,,0
6590,40,Male,Atheist or agnostic,"£25,000 to £34,999",No,0,0,0,0,0,0,0,0,0,0,0,0,0,North East,Undergraduate or postgraduate degree,Working full-time,1,4,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,0.0,0
6594,45,Male,Atheist or agnostic,"£25,000 to £34,999",No,National television,Satellite / international television channels,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,Scotland,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,1,1,4.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1
6596,31,Male,Other,"£35,000 to £44,999",No,National television,Satellite / international television channels,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Working full-time,1,1,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,1
6600,20,Male,Muslim,"£55,000 to £64,999",Yes,National television,0,0,0,0,0,0,0,0,0,0,0,0,North East,2+ A levels or equivalents,Working full-time,1,1,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
6604,32,Male,Other,"£55,000 to £64,999",No,0,0,0,0,0,0,0,0,0,0,0,0,0,South West,Undergraduate or postgraduate degree,Working full-time,1,4,2.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,0
6605,22,Female,Christian,"Over £100,000",No,National television,Satellite / international television channels,Radio,Newspapers,"Social media (Facebook, Twitter, etc)",0,0,0,0,0,0,0,0,South East,Other,Working full-time,0,2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,,1
6607,48,Female,Christian,"£65,000 to £99,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,East of England,Other,Working full-time,0,1,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1
6609,31,Male,Christian,"£35,000 to £44,999",No,National television,Satellite / international television channels,0,Newspapers,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,The internet or search engines,0,0,0,West Midlands,Undergraduate or postgraduate degree,Working full-time,0,1,4.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1
6612,59,Female,Atheist or agnostic,"£25,000 to £34,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,North West,Other,Retired,0,4,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,0
6613,72,Male,Christian,"£25,000 to £34,999",Yes,0,0,0,0,0,0,0,0,Government websites,0,0,0,0,East Midlands,Apprenticeship,Retired,0,1,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1
6615,43,Male,Christian,"£65,000 to £99,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,"Work, school, or college",0,West Midlands,Undergraduate or postgraduate degree,Working full-time,1,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1
6617,41,Male,Other,"£65,000 to £99,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,Greater London,Undergraduate or postgraduate degree,Working full-time,0,3,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,,0
6618,39,Male,Other,"£65,000 to £99,999",No,0,0,0,0,"Social media (Facebook, Twitter, etc)",0,0,0,Government websites,The internet or search engines,0,0,0,South East,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,1,4,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,0
6620,58,Male,Christian,"£35,000 to £44,999",No,0,0,0,0,0,0,0,International health authorities (such as The World Health Organization),0,0,0,0,0,North West,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,1,1,3.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,1
6621,47,Male,Muslim,"Under £15,000",Yes,0,0,0,0,0,0,Healthcare workers,0,0,0,0,0,0,North West,"0-4 GCSE, O-levels, or equivalents",Working part-time,1,3,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,,0
6622,58,Female,Atheist or agnostic,"£15,000 to £24,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,North West,"5+ GCSE, O-levels, 1 A level, or equivalents",Unable to work,0,1,4.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1
6624,18,Female,Christian,"£45,000 to £54,999",No,National television,0,Radio,0,0,0,Healthcare workers,0,Government websites,0,Family and friends,0,0,Northern Ireland,2+ A levels or equivalents,Working part-time,0,2,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,,1
6627,68,Male,Atheist or agnostic,"£25,000 to £34,999",No,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,West Midlands,Undergraduate or postgraduate degree,Working full-time,0,1,3.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1
6628,43,Male,Christian,"£65,000 to £99,999",No,National television,Satellite / international television channels,Radio,Newspapers,"Social media (Facebook, Twitter, etc)",0,0,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,0,0,0,Northern Ireland,Undergraduate or postgraduate degree,Working full-time,1,1,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1
6629,42,Male,Atheist or agnostic,"£25,000 to £34,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Working part-time,0,2,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,1
6630,37,Female,Other,"£25,000 to £34,999",No,0,0,0,0,0,0,0,0,0,0,0,0,0,Yorkshire and The Humber,Other,Working full-time,0,2,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,,1
6631,28,Male,Christian,"£35,000 to £44,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Yorkshire and The Humber,Undergraduate or postgraduate degree,Working full-time,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1
6632,54,Female,Christian,"£15,000 to £24,999",Yes,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,West Midlands,No academic qualifications,Unable to work,0,1,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1
6633,56,Male,Other,"£65,000 to £99,999",No,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,"Work, school, or college",0,South West,Other,Working full-time,1,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1
6637,32,Male,Christian,"£25,000 to £34,999",Yes,National television,0,Radio,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,Yorkshire and The Humber,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,0,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,1
6640,30,Female,Christian,"£25,000 to £34,999",No,National television,0,0,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,Family and friends,0,0,North West,Undergraduate or postgraduate degree,Working full-time,1,2,3.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,,1
6641,28,Male,Christian,"£65,000 to £99,999",No,National television,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Working full-time,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1
6642,44,Female,Christian,"£35,000 to £44,999",No,0,0,0,0,0,0,Healthcare workers,0,0,0,0,0,Other (please specify),North West,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,1,3,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,0
6643,18,Male,Christian,"£55,000 to £64,999",No,National television,Satellite / international television channels,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,The internet or search engines,0,0,0,East of England,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,0,1,3.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1
6644,35,Male,Christian,"£15,000 to £24,999",No,National television,Satellite / international television channels,0,Newspapers,0,0,0,0,0,0,0,0,0,East Midlands,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,0,2,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,,1
6647,51,Female,Other,"£35,000 to £44,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,Wales,"0-4 GCSE, O-levels, or equivalents",Working part-time,0,2,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,1
6648,37,Female,Christian,"£35,000 to £44,999",No,National television,0,Radio,0,0,0,0,0,0,0,0,0,0,South East,Undergraduate or postgraduate degree,Working full-time,1,2,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,,1
6649,58,Male,Atheist or agnostic,"£25,000 to £34,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,Other (please specify),South East,Undergraduate or postgraduate degree,Working full-time,0,2,3.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,,1
6651,60,Female,Christian,"£15,000 to £24,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,Family and friends,0,0,East of England,No academic qualifications,Retired,0,2,4.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,1
6652,53,Male,Christian,"£15,000 to £24,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,North West,Undergraduate or postgraduate degree,Retired,0,1,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1
6653,64,Male,Atheist or agnostic,"Under £15,000",No,National television,0,Radio,0,0,0,Healthcare workers,0,0,0,0,0,0,Greater London,Undergraduate or postgraduate degree,Unemployed,0,1,3.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
6654,52,Female,Christian,"£55,000 to £64,999",No,National television,0,0,0,0,0,0,0,Government websites,0,0,0,0,East of England,Undergraduate or postgraduate degree,Working full-time,1,1,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
6655,39,Male,Christian,"£55,000 to £64,999",No,0,0,0,0,"Social media (Facebook, Twitter, etc)",0,0,0,0,0,Family and friends,0,0,East of England,Undergraduate or postgraduate degree,Working full-time,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
6657,62,Male,Christian,"£15,000 to £24,999",No,National television,0,Radio,0,0,0,Healthcare workers,0,0,0,0,0,0,Yorkshire and The Humber,2+ A levels or equivalents,Retired,0,1,4.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
6660,46,Female,Christian,"£35,000 to £44,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,South East,"0-4 GCSE, O-levels, or equivalents",Working full-time,1,1,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1
6661,47,Female,Atheist or agnostic,"Under £15,000",No,0,0,0,0,0,0,0,0,Government websites,0,0,0,0,Wales,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,1,2,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,,1
6662,48,Female,Christian,"£25,000 to £34,999",No,0,0,0,0,0,0,0,0,0,0,0,0,0,West Midlands,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,1,2,4.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,,1
6663,24,Female,Atheist or agnostic,"£25,000 to £34,999",No,0,0,0,Newspapers,"Social media (Facebook, Twitter, etc)",0,0,0,0,0,0,0,0,Greater London,Undergraduate or postgraduate degree,Working full-time,1,4,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,0.0,0
6666,48,Female,Christian,"£15,000 to £24,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,"Work, school, or college",0,Yorkshire and The Humber,Other,Working full-time,0,2,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1
6667,59,Female,Atheist or agnostic,"£15,000 to £24,999",No,0,0,0,0,0,0,0,0,0,0,0,0,0,Yorkshire and The Humber,Other,Working part-time,0,3,3.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,0
6670,61,Male,Atheist or agnostic,"£35,000 to £44,999",No,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,South West,Other,Retired,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1
6671,50,Female,Christian,"£25,000 to £34,999",No,National television,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,"Work, school, or college",0,Yorkshire and The Humber,Undergraduate or postgraduate degree,Working full-time,1,1,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
6672,60,Male,Christian,"Over £100,000",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,North West,Undergraduate or postgraduate degree,Working part-time,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
6675,27,Male,Christian,"£15,000 to £24,999",No,0,0,0,0,0,0,0,0,0,0,0,0,0,Greater London,"0-4 GCSE, O-levels, or equivalents",Unemployed,1,3,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,0
6676,61,Female,Christian,"£15,000 to £24,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,South East,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,0,1,4.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
6677,47,Male,Atheist or agnostic,"£25,000 to £34,999",No,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,North East,Apprenticeship,Working full-time,0,1,3.0,4.0,4.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1
6678,29,Male,Christian,"£25,000 to £34,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,East Midlands,Undergraduate or postgraduate degree,Working full-time,0,2,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,,1
