,COV_DOSE,COV_DOSE_2,COV_KNOWL_1,COV_KNOWL_2,COV_KNOWL_3,COV_KNOWL_4,COV_KNOWL_5,COV_KNOWL_6,COV_KNOWL_7,VAC_PASS_INT,ANX_1,ANX_2,ANX_3,ANX_4,ANX_5,ANX_6,DEMAGE,DREAD,DEMREG,DEMSEX,DEMEDU,DEMWRK,DEMREL,DEMINC,COV_INV,DEMNHS,COV_SHIELD,VAC_DEC,Q71,MIST_1,MIST_2,MIST_3,MIST_4,MIST_5,MIST_6,MIST_7,MIST_8,MIST_9,MIST_10,MIST_11,MIST_12,MIST_13,MIST_14,MIST_15,MIST_16,MIST_17,MIST_18,MIST_19,MIST_20,COV_TRUST_1,COV_TRUST_2,COV_TRUST_3,COV_TRUST_4,COV_TRUST_5,COV_TRUST_6,COV_TRUST_7,COV_TRUST_8,COV_TRUST_9,COV_TRUST_10,COV_TRUST_11,COV_TRUST_12,COV_TRUST_13,intention,VAC_PASS_1,VAC_PASS_2,VAC_PASS_3,VAC_PASS_4,VAC_PASS_5,VAC_PASS_6,VAC_PASS_7,VAC_PASS_UK,intenttarget_1,intenttarget_2,uptaketarget
7894,1,1,4,4,4,4,3,3,2,5.0,2,3,2,3,1,3,30,3,Greater London,Female,Undergraduate or postgraduate degree,Student,Christian,"Under £15,000",Yes,No,No,1,Labour,Real,Fake,Real,Real,Real,Real,Real,Real,Fake,Fake,Real,Real,Fake,Real,Fake,Real,Fake,Fake,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,,5,5,1,1,1,1,3,1,,,1.0
7898,,,3,3,3,4,4,3,1,3.0,2,3,3,2,2,3,28,3,North West,Female,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,Christian,"£15,000 to £24,999",No,No,No,0,Liberal Democrat,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,0,0,0,0,0,0,0,International health authorities (such as The World Health Organization),0,The internet or search engines,0,0,0,2.0,4,2,1,3,1,1,5,1,,1.0,
7902,1,1,4,4,4,4,4,4,2,4.0,2,2,3,2,2,3,46,3,East Midlands,Female,2+ A levels or equivalents,Unemployed,Muslim,"£15,000 to £24,999",Yes,No,Yes,1,Labour,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,National television,0,0,0,0,0,0,0,0,0,0,0,0,,4,4,5,5,2,5,4,5,,,1.0
7906,1,1,4,3,4,4,4,2,1,5.0,2,3,3,2,2,3,36,4,North West,Female,Undergraduate or postgraduate degree,Looking after the home,Christian,"£65,000 to £99,999",Yes,No,No,1,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Fake,Real,Fake,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,,2,3,5,4,4,5,4,5,,,1.0
7907,1,1,4,4,4,4,4,2,1,4.0,2,2,1,2,2,2,26,2,Wales,Female,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"£35,000 to £44,999",Yes,No,No,0,Liberal Democrat,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Fake,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,,1,4,5,5,3,5,5,4,,,1.0
7909,2,,4,4,4,4,4,1,1,5.0,3,1,1,3,3,2,71,1,Scotland,Male,Other,Retired,Atheist or agnostic,"Under £15,000",Yes,No,Yes,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,Fake,Real,Fake,Real,Real,National television,0,Radio,Newspapers,0,0,Healthcare workers,0,0,0,0,0,0,,4,1,5,5,4,3,3,5,,,1.0
7910,1,1,4,4,4,4,3,3,1,3.0,2,2,2,2,2,2,71,3,Greater London,Female,"0-4 GCSE, O-levels, or equivalents",Retired,Christian,"£35,000 to £44,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Fake,Real,Real,Real,Fake,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,,2,3,3,5,5,3,4,3,,,1.0
7913,,,4,2,2,4,3,3,3,1.0,1,3,2,1,2,3,34,2,Wales,Female,Undergraduate or postgraduate degree,Working full-time,Christian,"£15,000 to £24,999",No,No,No,1,Labour,Real,Real,Real,Fake,Real,Real,Fake,Fake,Real,Fake,Real,Real,Real,Real,Fake,Fake,Fake,Real,Fake,Fake,National television,0,0,0,0,0,0,0,0,The internet or search engines,0,0,0,3.0,5,5,2,1,1,1,1,2,,0.0,
7914,,,4,4,4,4,3,3,2,3.0,1,2,2,3,2,2,43,3,Yorkshire and The Humber,Female,Undergraduate or postgraduate degree,Looking after the home,Christian,"£35,000 to £44,999",No,No,No,0,Conservative,Real,Real,Real,Fake,Fake,Real,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Real,Real,0,0,0,0,0,0,0,0,Government websites,The internet or search engines,0,0,0,1.0,3,1,4,4,4,5,4,3,1.0,1.0,
7915,,,4,1,4,3,3,2,2,5.0,2,2,2,2,1,3,18,3,Northern Ireland,Female,"5+ GCSE, O-levels, 1 A level, or equivalents",Student,Christian,"£15,000 to £24,999",No,No,No,1,Other/Not eligible,Real,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Real,National television,Satellite / international television channels,0,Newspapers,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,The internet or search engines,Family and friends,"Work, school, or college",0,1.0,3,2,4,4,2,5,5,5,1.0,1.0,
7917,1,1,4,4,4,4,4,2,1,1.0,3,2,1,2,3,2,34,2,Wales,Female,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,Christian,"£35,000 to £44,999",Yes,No,No,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Fake,Fake,Fake,Real,Fake,0,0,Radio,Newspapers,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,The internet or search engines,Family and friends,"Work, school, or college",0,,5,3,2,2,1,3,1,1,,,1.0
7924,1,1,3,4,4,4,4,4,1,3.0,2,2,1,2,2,2,66,2,North West,Male,Undergraduate or postgraduate degree,Working full-time,Christian,"£25,000 to £34,999",Yes,No,No,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Real,National television,0,Radio,Newspapers,0,0,0,0,0,0,0,0,0,,2,2,4,5,5,4,2,3,,,1.0
7928,1,1,4,4,4,4,3,3,1,3.0,2,2,1,2,2,2,66,2,South East,Male,Undergraduate or postgraduate degree,Working part-time,Atheist or agnostic,"£55,000 to £64,999",Yes,No,Yes,0,Liberal Democrat,Real,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Fake,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,The internet or search engines,0,0,0,,2,1,4,3,3,4,5,3,,,1.0
7929,1,1,4,4,4,3,3,4,1,3.0,2,2,2,1,1,2,72,2,South West,Female,2+ A levels or equivalents,Retired,Christian,"Under £15,000",Yes,No,Yes,0,Conservative,Fake,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,Real,Real,National television,0,0,Newspapers,0,0,0,0,0,0,Family and friends,0,0,,2,2,3,4,4,4,4,3,,,1.0
7933,,,4,4,4,4,4,4,1,3.0,2,3,2,2,2,3,40,3,Scotland,Male,"0-4 GCSE, O-levels, or equivalents",Working full-time,Christian,"£15,000 to £24,999",No,No,No,1,SNP,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,National television,0,0,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,1.0,5,1,5,3,3,5,2,3,1.0,1.0,
7934,2,,4,4,4,4,4,4,1,3.0,2,3,1,2,2,3,45,2,East of England,Female,"0-4 GCSE, O-levels, or equivalents",Working part-time,Christian,"£35,000 to £44,999",Yes,No,No,1,Conservative,Fake,Fake,Real,Real,Real,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Real,Fake,Real,Fake,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,"Work, school, or college",0,,4,2,4,4,4,4,5,3,,,1.0
7935,2,,4,4,4,4,3,1,1,3.0,3,1,1,3,3,2,73,1,North West,Male,Undergraduate or postgraduate degree,Retired,Christian,"£35,000 to £44,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,National television,0,0,0,0,0,0,0,0,The internet or search engines,0,0,0,,4,5,1,3,3,2,5,3,,,1.0
7936,1,1,4,4,4,4,3,4,1,4.0,3,2,1,2,3,2,51,3,Northern Ireland,Female,Undergraduate or postgraduate degree,Looking after the home,Christian,"£35,000 to £44,999",Yes,No,No,0,Other/Not eligible,Real,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Fake,National television,0,Radio,Newspapers,0,0,0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,,3,4,2,2,2,2,3,3,,,1.0
7937,,,4,4,4,4,1,1,1,5.0,1,3,3,1,1,3,39,4,North West,Female,Undergraduate or postgraduate degree,Looking after the home,Christian,"£65,000 to £99,999",No,No,No,1,Other/Not eligible,Real,Real,Real,Real,Real,Real,Real,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Real,National television,Satellite / international television channels,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,0,0,0,1.0,3,3,3,3,3,4,4,5,1.0,1.0,
7938,,,4,4,4,4,3,1,1,3.0,2,2,2,2,1,2,40,3,Greater London,Female,2+ A levels or equivalents,Working full-time,Other,"£25,000 to £34,999",No,No,No,0,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Fake,Real,Real,Real,Fake,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,2.0,5,5,1,2,1,3,5,3,,1.0,
7939,1,1,4,3,4,4,4,1,1,4.0,1,3,3,1,1,3,62,2,Scotland,Female,"0-4 GCSE, O-levels, or equivalents",Looking after the home,Christian,"Under £15,000",Yes,No,No,0,SNP,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Real,Real,Fake,Real,National television,Satellite / international television channels,0,0,0,0,0,0,0,0,0,0,0,,4,3,3,3,3,3,4,3,,,1.0
7940,1,1,4,3,3,3,3,4,1,5.0,3,2,2,2,2,2,54,4,West Midlands,Female,"0-4 GCSE, O-levels, or equivalents",Working part-time,Christian,"£35,000 to £44,999",Yes,Yes,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,National television,0,0,Newspapers,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,0,0,0,,2,1,5,4,5,5,5,5,,,1.0
7951,,,4,3,3,3,3,3,2,4.0,2,2,2,2,1,2,34,3,West Midlands,Female,Undergraduate or postgraduate degree,Unemployed,Christian,"£15,000 to £24,999",No,No,No,1,Labour,Real,Real,Fake,Real,Real,Real,Real,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,National television,0,0,Newspapers,"Social media (Facebook, Twitter, etc)",0,0,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,0,0,0,2.0,5,5,2,4,2,4,4,4,,1.0,
7959,,,3,4,4,4,3,1,1,5.0,2,3,2,1,1,3,32,3,Northern Ireland,Male,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"£55,000 to £64,999",No,No,No,0,Other/Not eligible,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Fake,Fake,Real,Real,Real,0,0,0,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,Family and friends,0,0,1.0,3,2,4,1,1,4,4,4,1.0,1.0,
7960,1,2,4,4,2,1,4,3,2,3.0,3,2,1,3,3,2,25,4,Greater London,Female,Undergraduate or postgraduate degree,Working full-time,Christian,"£45,000 to £54,999",Yes,Yes,Yes,1,Green Party,Fake,Real,Fake,Real,Fake,Fake,Real,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,0,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,,4,1,5,3,1,1,2,2,,,1.0
7961,1,1,4,4,4,4,4,4,1,3.0,2,2,2,2,2,2,46,3,West Midlands,Female,"0-4 GCSE, O-levels, or equivalents",Working full-time,Christian,"£35,000 to £44,999",Yes,No,No,0,Conservative,Real,Fake,Real,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Real,Real,Real,Real,Real,National television,0,0,0,"Social media (Facebook, Twitter, etc)",0,0,0,0,The internet or search engines,0,0,0,,3,3,3,3,3,3,3,3,,,1.0
7963,1,1,4,4,4,4,4,4,1,5.0,2,2,2,2,2,3,46,3,Northern Ireland,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,Christian,"£55,000 to £64,999",Yes,No,No,1,Other/Not eligible,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,0,0,0,0,,5,3,5,2,5,5,5,5,,,1.0
7965,2,,4,4,4,3,3,2,1,5.0,2,1,1,2,2,2,47,3,Northern Ireland,Female,"0-4 GCSE, O-levels, or equivalents",Working full-time,Christian,"Under £15,000",Yes,No,No,1,Other/Not eligible,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Real,Real,Real,Real,Real,Fake,Real,National television,0,Radio,Newspapers,"Social media (Facebook, Twitter, etc)",0,Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,,2,2,4,3,3,4,4,5,,,1.0
7971,2,,4,4,3,4,3,3,2,5.0,1,2,2,1,1,2,44,4,Greater London,Male,Undergraduate or postgraduate degree,Working full-time,Other,"Over £100,000",Yes,Yes,No,1,Labour,Real,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,,2,3,5,2,2,5,5,5,,,1.0
7973,1,1,4,4,3,4,4,4,4,5.0,3,3,1,3,3,3,52,4,South East,Female,2+ A levels or equivalents,Unemployed,Christian,"Under £15,000",Yes,No,No,1,Labour,Real,Real,Real,Fake,Real,Real,Real,Real,Fake,Real,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Real,National television,Satellite / international television channels,Radio,Newspapers,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,Family and friends,"Work, school, or college",0,,5,5,5,5,5,5,5,5,,,1.0
7974,1,1,4,4,4,4,3,2,1,3.0,1,2,2,1,1,2,60,3,North East,Male,Undergraduate or postgraduate degree,Working full-time,Christian,"£35,000 to £44,999",Yes,No,Yes,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Fake,Fake,Real,Real,Fake,Real,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,,2,1,4,4,4,3,3,3,,,1.0
7976,1,1,4,4,4,4,4,3,1,3.0,2,2,1,2,2,1,52,1,Scotland,Male,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"£55,000 to £64,999",Yes,No,Yes,1,SNP,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,"Work, school, or college",0,,4,3,2,2,5,3,4,3,,,1.0
7978,1,1,4,4,4,4,4,2,2,4.0,2,1,2,3,3,2,29,2,East of England,Female,Undergraduate or postgraduate degree,Working full-time,Christian,"£65,000 to £99,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Fake,Real,Real,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,The internet or search engines,Family and friends,0,0,,2,1,2,4,2,4,2,4,,,1.0
7981,1,1,4,4,4,4,3,3,1,3.0,2,2,1,2,2,2,63,1,East Midlands,Female,Undergraduate or postgraduate degree,Working part-time,Atheist or agnostic,"Under £15,000",Yes,No,No,0,Green Party,Real,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,0,0,0,0,0,0,0,0,0,0,0,0,Other (please specify),,5,5,1,1,1,1,2,3,,,1.0
7986,1,1,4,4,3,4,4,2,1,3.0,2,2,1,2,2,3,50,3,Scotland,Female,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,Atheist or agnostic,"£35,000 to £44,999",Yes,No,No,0,SNP,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,Real,Real,Real,Fake,Fake,National television,0,0,0,0,0,0,0,0,0,0,0,0,,3,4,2,2,3,2,2,3,,,1.0
7992,1,1,4,4,4,4,3,2,1,5.0,2,1,2,3,3,1,77,3,North West,Male,Undergraduate or postgraduate degree,Retired,Christian,"£15,000 to £24,999",Yes,No,Yes,0,Labour,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Real,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,Family and friends,0,0,,3,3,2,1,1,5,4,3,,,1.0
7993,1,1,4,4,4,4,4,4,1,3.0,3,2,2,3,3,2,65,1,West Midlands,Female,Undergraduate or postgraduate degree,Retired,Atheist or agnostic,"£65,000 to £99,999",Yes,No,No,0,Labour,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,Real,Real,Fake,Real,Fake,National television,0,Radio,Newspapers,0,0,0,0,0,0,0,0,0,,4,1,3,2,3,3,4,3,,,1.0
7994,1,1,4,4,4,4,3,4,1,4.0,3,2,2,3,3,3,44,2,Greater London,Male,Undergraduate or postgraduate degree,Working full-time,Christian,"£45,000 to £54,999",Yes,No,Yes,1,Labour,Real,Real,Real,Fake,Fake,Real,Real,Real,Real,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Fake,National television,0,Radio,Newspapers,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,0,0,0,,4,4,3,5,4,5,5,4,,,1.0
7997,1,1,3,4,4,3,3,3,1,5.0,2,1,1,2,2,1,67,2,East of England,Male,"0-4 GCSE, O-levels, or equivalents",Working part-time,Christian,"£25,000 to £34,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Fake,Real,Real,Real,Fake,National television,Satellite / international television channels,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,,4,2,4,4,4,4,4,3,,,1.0
7998,2,,4,4,4,4,3,3,1,3.0,2,1,1,2,3,2,65,4,Northern Ireland,Female,Undergraduate or postgraduate degree,Working part-time,Atheist or agnostic,"£15,000 to £24,999",Yes,No,No,0,Green Party,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Real,Fake,Fake,Fake,National television,0,Radio,0,0,0,0,0,Government websites,0,0,0,0,,2,2,4,5,4,5,2,3,,,1.0
7999,1,1,4,4,4,4,4,4,1,1.0,2,3,2,2,2,2,58,2,North West,Female,"0-4 GCSE, O-levels, or equivalents",Working full-time,Other,"£35,000 to £44,999",Yes,No,No,0,Labour,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Fake,Fake,Fake,Fake,Real,Real,Fake,0,0,0,Newspapers,0,0,0,0,0,0,0,0,0,,2,3,5,5,5,5,5,1,,,1.0
8004,,,4,4,4,4,3,4,1,3.0,1,3,3,2,2,3,19,3,Scotland,Female,2+ A levels or equivalents,Working part-time,Atheist or agnostic,"£35,000 to £44,999",No,No,No,0,Labour,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Real,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,2.0,3,4,3,2,2,3,5,3,,1.0,
8005,1,1,4,4,3,3,2,1,3,4.0,3,3,3,3,3,3,34,3,North West,Male,Undergraduate or postgraduate degree,Working full-time,Christian,"£35,000 to £44,999",Yes,Yes,Yes,1,Labour,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Fake,Fake,Real,0,0,0,0,0,0,0,0,Government websites,0,Family and friends,"Work, school, or college",0,,5,5,3,5,4,5,5,5,,,1.0
8006,1,1,3,4,3,3,3,4,1,5.0,3,1,1,3,3,1,51,1,North West,Male,"0-4 GCSE, O-levels, or equivalents",Working full-time,Christian,"£45,000 to £54,999",Yes,No,No,0,Conservative,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Fake,National television,0,0,Newspapers,0,0,Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,,1,1,5,4,3,5,5,5,,,1.0
8007,,,4,4,4,4,3,1,1,1.0,3,2,1,3,3,1,32,2,West Midlands,Male,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"£25,000 to £34,999",No,No,No,1,Labour,Fake,Fake,Real,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Fake,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,1.0,5,5,1,1,1,1,5,2,1.0,1.0,
8008,1,1,4,3,4,3,3,3,1,5.0,2,2,2,2,2,2,30,3,Wales,Male,Apprenticeship,Working full-time,Atheist or agnostic,"£25,000 to £34,999",Yes,No,No,1,Conservative,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Fake,Real,Real,Real,National television,0,Radio,0,0,0,0,0,Government websites,0,0,0,0,,2,3,4,4,4,4,4,4,,,1.0
8010,1,1,3,4,4,4,3,1,1,5.0,3,1,1,3,2,1,58,2,Wales,Female,Undergraduate or postgraduate degree,Retired,Atheist or agnostic,"£25,000 to £34,999",Yes,No,No,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,,2,1,4,4,4,4,2,5,,,1.0
8012,1,1,3,4,3,1,3,3,1,3.0,2,3,3,2,2,3,41,4,West Midlands,Female,No academic qualifications,Unemployed,Christian,"Under £15,000",Yes,No,No,0,Labour,Real,Fake,Real,Real,Real,Real,Fake,Real,Real,Real,Real,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Fake,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,Family and friends,"Work, school, or college",0,,4,3,4,3,5,5,3,5,,,1.0
8013,1,1,4,4,4,4,2,3,1,4.0,2,1,1,3,3,2,50,2,Wales,Female,Undergraduate or postgraduate degree,Working part-time,Christian,"Under £15,000",Yes,No,No,0,Green Party,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Fake,Real,Real,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,The internet or search engines,0,0,0,,1,1,5,5,5,5,4,4,,,1.0
8015,1,2,4,4,4,3,4,4,4,4.0,2,1,2,3,2,2,25,4,Greater London,Female,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,Other,"£15,000 to £24,999",Yes,No,Yes,1,Labour,Real,Real,Fake,Real,Real,Fake,Real,Fake,Fake,Fake,Fake,Real,Real,Real,Fake,Real,Real,Real,Real,Fake,0,0,0,0,0,0,Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,,5,5,5,5,5,4,5,4,,,1.0
