,DEMAGE,VAC_DEC,COV_VAC_SELF,COV_KNOWL_1,COV_KNOWL_2,COV_KNOWL_3,COV_KNOWL_4,COV_KNOWL_5,COV_KNOWL_6,COV_KNOWL_7,DREAD,ANX_1,ANX_2,ANX_3,ANX_4,ANX_5,ANX_6,target_1,target_2,DEMREG_East Midlands,DEMREG_East of England,DEMREG_Greater London,DEMREG_North East,DEMREG_North West,DEMREG_Northern Ireland,DEMREG_Scotland,DEMREG_South East,DEMREG_South West,DEMREG_Wales,DEMREG_West Midlands,DEMREG_Yorkshire and The Humber,DEMSEX_Female,DEMSEX_Male,"DEMEDU_0-4 GCSE, O-levels, or equivalents",DEMEDU_2+ A levels or equivalents,"DEMEDU_5+ GCSE, O-levels, 1 A level, or equivalents",DEMEDU_Apprenticeship,DEMEDU_No academic qualifications,DEMEDU_Other,DEMEDU_Undergraduate or postgraduate degree,DEMWRK_Looking after the home,DEMWRK_Retired,DEMWRK_Student,DEMWRK_Unable to work,DEMWRK_Unemployed,DEMWRK_Working full-time,DEMWRK_Working part-time,DEMREL_Atheist or agnostic,DEMREL_Christian,DEMREL_Muslim,DEMREL_Other,"DEMINC_Over £100,000","DEMINC_Under £15,000","DEMINC_£15,000 to £24,999","DEMINC_£25,000 to £34,999","DEMINC_£35,000 to £44,999","DEMINC_£45,000 to £54,999","DEMINC_£55,000 to £64,999","DEMINC_£65,000 to £99,999",COV_SHIELD_No,COV_SHIELD_Yes,COV_TRUST_1_0,COV_TRUST_1_National television,COV_TRUST_2_0,COV_TRUST_2_Satellite / international television channels,COV_TRUST_3_0,COV_TRUST_3_Radio,COV_TRUST_4_0,COV_TRUST_4_Newspapers,COV_TRUST_5_0,"COV_TRUST_5_Social media (Facebook, Twitter, etc)",COV_TRUST_6_0,COV_TRUST_6_National public health authorities (such as the NHS or Public Health England / Wales),COV_TRUST_7_0,COV_TRUST_7_Healthcare workers,COV_TRUST_8_0,COV_TRUST_8_International health authorities (such as The World Health Organization),COV_TRUST_9_0,COV_TRUST_9_Government websites,COV_TRUST_10_0,COV_TRUST_10_The internet or search engines,COV_TRUST_11_0,COV_TRUST_11_Family and friends,COV_TRUST_12_0,"COV_TRUST_12_Work, school, or college",COV_TRUST_13_0,COV_TRUST_13_Other (please specify)
9817,34,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
9818,70,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
9820,75,0,2,4.0,4.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
9823,18,0,2,3.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
9825,59,0,1,4.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
9827,51,1,2,4.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
9828,37,1,1,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0
9830,46,1,1,3.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
9832,47,1,1,4.0,4.0,4.0,3.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0
9833,62,0,1,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
9834,47,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
9836,64,1,1,4.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0
9837,50,0,2,4.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
9838,72,0,4,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
9839,52,1,3,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0
9840,41,1,1,4.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0
9841,86,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
9842,72,0,2,4.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0
9845,38,1,2,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0
9847,75,0,1,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
9849,73,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0
9850,31,1,4,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
9855,56,0,4,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
9863,40,1,1,4.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
9864,64,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0
9869,40,0,1,4.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0
9871,27,0,3,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
9873,54,0,1,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
9874,35,1,4,3.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
9876,69,0,2,4.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
9879,41,1,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0
9880,59,0,1,3.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0
9881,31,1,2,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
9883,74,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
9885,18,1,1,3.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
9887,56,0,1,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0
9889,52,0,3,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
9891,77,0,1,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0
9892,41,1,1,4.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
9893,69,0,1,4.0,4.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
9894,56,1,1,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
9895,61,0,1,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
9896,33,1,1,3.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
9899,19,0,2,3.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
9904,54,1,2,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
9905,79,0,1,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0
9907,47,0,4,4.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
9908,65,0,3,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
9915,62,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
9916,32,0,1,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0
9917,53,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
9919,38,1,3,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
9920,59,0,2,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0
9921,64,0,2,4.0,4.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
9923,57,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0
9924,68,0,2,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
9926,41,1,1,4.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
9929,24,1,1,3.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
9930,38,1,3,4.0,4.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
9931,62,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0
9932,70,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0
9933,51,1,1,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0
